Distance (mm),Temperature (K),O2 (mol/min),CH4 (mol/min),H2 (mol/min),CO (mol/min),CO2 (mol/min),H2O (mol/min)
23.1,1026.258410884353,0.0,0.013999999999999992,0.09339903691813797,0.04561401908537993,0.0019999999999999983,0.006742392358140854
23.29,1024.975968707482,0.0,0.013999999999999992,0.0938744370409748,0.046018340407748784,0.0019999999999999983,0.006378349016253202
23.48,1024.1808285714278,0.0,0.013999999999999992,0.09401878164467124,0.04586865356322008,0.0019999999999999983,0.006404610778443115
23.67,1024.3939999999993,0.0,0.013999999999999992,0.09357253100597145,0.045245953969997185,0.0019999999999999983,0.006797305389221556
23.86,1024.5624246753239,0.0,0.013999999999999992,0.09313743683968757,0.044485820087940525,0.0019999999999999983,0.007026432848588536
24.05,1023.9335584415577,0.0,0.013999999999999992,0.09291593936610007,0.0447455437339691,0.0019999999999999983,0.007007442258340457
24.240000000000002,1022.7518135632572,0.0,0.013999999999999992,0.09316977491961409,0.04536615367490035,0.0019999999999999983,0.006999999999999996
24.43,1021.7241825623261,0.0,0.013999999999999992,0.09360183739090484,0.045541796965143155,0.0019999999999999983,0.007050776397515523
24.62,1023.4464853474476,0.0,0.013999999999999992,0.09396720257234721,0.045335193340569215,0.0019999999999999983,0.006847670807453412
24.81,1024.1635533133142,0.0,0.013999999999999992,0.09402838768948087,0.04551999928270021,0.0019999999999999983,0.006559937888198754
25.0,1023.6200585660806,0.0,0.013999999999999992,0.09399999999999993,0.0457456027456027,0.0019999999999999983,0.006356832298136644
